Rial value of the line,Rial value of the line after discount,Rial value of the old line,brand,Rial value of invoice products,packaging,Number of product discounts,Rial discount calculated,Quantity purchased,Distributor,Sum of purchased quantity and product discount,Settlement discount percentage,Riyal volume discount percentage of the invoice,Riyal discount percentage of the line,Basket discount percentage,Discount percentage of the product line,Discount percentage of invoice goods,Percentage of total discounts for one product,Tax percentage on the invoice,Tax percentage on the line,Final tax percentage,invoice date day,invoice year month,The basic price of a product,Invoice serial number,The price of one item for the shopkeeper with all discounts applied,Store code,Shop class,Standard group,Strategic group,Bazar group,Invoice date month,Neighborhoods,Characteristic 2,Characteristic 3,area,Characteristic 1,Numeric area,How to settle,weight,Feature 1,Feature 2
603069,553274.16,560289,Lovely,11074408,nylon,0,52667.166,3,Rasht,3,1.406000018,0,8,0,0,0,940.00%,9,8.529999733,9,,140101,186763,10138109567,184424.72,101381,C,Spices and salt,Seasoning and spices,Turmeric,,Fery,,,5,,5,2,155,,
604643,554718.42,560289,Lovely,7314030,nylon,0,51546.588,3,Rasht,3,0,0,9.168999672,0,0,0,920.00%,9,8.663000107,9,,140101,186763,10157505309,184906.14,101575,B,Spices and salt,Seasoning and spices,Turmeric,,Kar,,,1,,1,1,155,,
605561,555560.64,552876,Setare,7738332,nylon,0,43124.328,12,TakhtJamshid,12,2.811000109,0,5,0,0,0,780.00%,9,8.840999603,9,,140101,46073,10148804686,46296.72,101488,B,Spices and salt,Seasoning and spices,starch,,JeyJey,,,9,,9,1,50,,
606797,556694.64,550458,Lovely,16064082,nylon,0,39632.976,3,Rasht,3,0,0,7.217000008,0,0,0,720.00%,9,8.586999893,9,,140103,183486,10186703028,185564.88,101867,B,Spices and salt,Seasoning and spices,Turmeric,,NanBala,,,3,,3,1,155,,
607201,557064.99,560289,Lovely,12039653,nylon,0,49305.432,3,Rasht,3,1.284999967,0,7.5,0,0,0,880.00%,9,8.954999924,9,,140101,186763,10161408712,185688.33,101614,B,Spices and salt,Seasoning and spices,Turmeric,,Gharb,,,2,,2,1,155,,
609096,558803.76,560289,Lovely,72853837,nylon,0,47624.565,3,Rasht,3,0,0,8.5,0,0,0,850.00%,9,8.24600029,9,,140102,186763,10151107369,186267.92,101511,B,Spices and salt,Seasoning and spices,Turmeric,,Satar,,,2,,2,1,155,,
609652,559313.85,560289,Lovely,8535771,nylon,0,47064.276,3,Rasht,3,0,0,8.416999817,0,0,0,840.00%,9,8.725999832,9,,140101,186763,10179103441,186437.95,101791,C,Spices and salt,Seasoning and spices,Turmeric,,Ashraf,,,5,,5,1,155,,
611201,560735.25,560289,Lovely,9932835,nylon,0,45943.698,3,Rasht,3,0,0,8.184000015,0,0,0,820.00%,9,8.772999763,9,,140101,186763,10195001018,186911.75,101950,B,Spices and salt,Seasoning and spices,Turmeric,,NanBala,,,3,,3,1,155,,
611218,560750.49,560289,Lovely,6045225,nylon,0,45943.698,3,Rasht,3,0,0,8.180999756,0,0,0,820.00%,9,8.75399971,9,,140101,186763,10182901498,186916.83,101829,B,Spices and salt,Seasoning and spices,Turmeric,,Jey,,,10,,10,1,155,,
611218,560750.49,560289,Lovely,6051057,nylon,0,45943.698,3,Rasht,3,0,0,8.180999756,0,0,0,820.00%,9,8.75399971,9,,140101,186763,10160400936,186916.83,101604,C,Spices and salt,Seasoning and spices,Turmeric,,War,,,14,,14,1,155,,
613181,562551.18,560289,Lovely,6715329,nylon,0,44262.831,3,Rasht,3,0,0,7.886000156,0,0,0,790.00%,9,8.784999847,9,,140101,186763,10129205356,187517.06,101292,B,Spices and salt,Seasoning and spices,Turmeric,,Khoob,,,16,,16,1,155,,
613559,562897.77,560289,Lovely,20421819,nylon,0,43702.542,3,Rasht,3,0,0,7.829999924,0,0,0,780.00%,9,8.222000122,9,,140102,186763,10186702902,187632.59,101867,B,Spices and salt,Seasoning and spices,Turmeric,,NanBala,,,3,,3,1,155,,
613600,562935.93,560289,Lovely,22368381,nylon,0,43702.542,3,Rasht,3,0,0,7.822999954,0,0,0,780.00%,9,8.161999702,9,,140102,186763,10186702680,187645.31,101867,B,Spices and salt,Seasoning and spices,Turmeric,,NanBala,,,3,,3,1,155,,
563328,563328,586800,Erste,5886000,Pat,0,23472,6,TakhtJamshid,6,4,0,0,0,0,0,400.00%,0,0,0,,140102,97800,10187402735,93888,101874,A,Spices and salt,Seasoning and spices,starch,,Marz,,,2,,2,1,75,,
615207,564409.65,560289,Lovely,3902251,nylon,0,42581.964,3,Rasht,3,0,0,7.581999779,0,0,0,760.00%,9,8.680999756,9,,140102,186763,10209400181,188136.55,102094,C,Spices and salt,Seasoning and spices,Turmeric,,Tehranhead,,,21,,21,1,155,,
617833,566819.64,560289,Lovely,3273267,nylon,0,40340.808,3,Rasht,3,0,0,7.188000202,0,0,0,720.00%,9,8.800999641,9,,140101,186763,10118509934,188939.88,101185,B,Spices and salt,Seasoning and spices,Turmeric,,Satar,,,2,,2,1,155,,
619082,567965.19,560289,Lovely,25735675,nylon,0,39220.23,3,Rasht,3,0,0,7,0,0,0,700.00%,9,8.859000206,9,,140103,186763,10156406494,189321.73,101564,B,Spices and salt,Seasoning and spices,Turmeric,,Janat,,,5,,5,1,155,,
619778,568603.98,560289,Lovely,13793093,nylon,0,38659.941,3,Rasht,3,0,0,6.894999981,0,0,0,690.00%,9,8.873000145,9,,140102,186763,10188902197,189534.66,101889,C,Spices and salt,Seasoning and spices,Turmeric,,Emami,,,13,,13,1,155,,
619783,568608.33,560289,Lovely,10862421,nylon,0,38659.941,3,Rasht,3,0,0,6.894999981,0,0,0,690.00%,9,8.868000031,9,,140102,186763,10159804436,189536.11,101598,C,Spices and salt,Seasoning and spices,Turmeric,,Jam,,,4,,4,1,155,,
619795,568619.19,560289,Lovely,4242477,nylon,0,38659.941,3,Rasht,3,0,0,6.893000126,0,0,0,690.00%,9,8.847999573,9,,140102,186763,10155004325,189539.73,101550,C,Spices and salt,Seasoning and spices,Turmeric,,Satar,,,2,,2,1,155,,
619831,568651.92,560289,Lovely,16472109,nylon,0,38659.941,3,Rasht,3,0,0,6.888000011,0,0,0,690.00%,9,8.795999527,9,,140102,186763,10207100707,189550.64,102071,B,Spices and salt,Seasoning and spices,Turmeric,,Zendan,,,1,,1,1,155,,
619840,568660.65,560289,Lovely,11117871,nylon,0,38659.941,3,Rasht,3,0,0,6.886000156,0,0,0,690.00%,9,8.781000137,9,,140102,186763,10202900701,189553.55,102029,A,Spices and salt,Seasoning and spices,Turmeric,,Zendan,,,1,,1,1,155,,
619941,568753.26,560289,Lovely,8482974,nylon,0,38659.941,3,Rasht,3,0,0,6.870999813,0,0,0,690.00%,9,8.631999969,9,,140102,186763,10148804954,189584.42,101488,B,Spices and salt,Seasoning and spices,Turmeric,,JeyJey,,,9,,9,1,155,,
625739,574072.5,560289,Lovely,3428085,nylon,0,33617.34,3,Rasht,3,0,0,6,0,0,0,600.00%,9,8.911999702,9,,140101,186763,10176500628,191357.5,101765,C,Spices and salt,Seasoning and spices,Turmeric,,Fery,,,5,,5,1,155,,
625739,574072.5,560289,Lovely,26605683,nylon,0,33617.34,3,Rasht,3,0,0,6,0,0,0,600.00%,9,8.86400032,9,,140103,186763,10146111273,191357.5,101461,A,Spices and salt,Seasoning and spices,Turmeric,,Winner,,,14,,14,1,155,,
582615,582615.2,625000,Mohandes,13345000,nylon,0,42500,5,Ronisa,5,0,6.782000065,0,0,0,0,680.00%,0,0,0,,140101,125000,10124909616,116523.04,101249,C,Spices and salt,Seasoning and spices,sour dough,,Ara,,,2,,2,1,0,,
590000,590000,590000,Unknown,2200000,nylon,0,0,10,Eeman,10,0,0,0,0,0,0,0.00%,0,0,0,,140102,59000,10153002273,59000,101530,C,Spices and salt,Seasoning and spices,red pepper,,Afsar,,,15,,15,1,0,,
590000,590000,590000,Unknown,1830000,nylon,0,0,10,Eeman,10,0,0,0,0,0,0,0.00%,0,0,0,,140102,59000,10153002230,59000,101530,C,Spices and salt,Seasoning and spices,starch,,Afsar,,,15,,15,1,0,,
590000,590000,590000,Unknown,5150000,nylon,0,0,10,Eeman,10,0,0,0,0,0,0,0.00%,0,0,0,,140101,59000,10153002118,59000,101530,C,Spices and salt,Seasoning and spices,Baking powder,,Afsar,,,15,,15,1,0,,
590000,590000,590000,Unknown,5150000,nylon,0,0,10,Eeman,10,0,0,0,0,0,0,0.00%,0,0,0,,140101,59000,10153002118,59000,101530,C,Spices and salt,Seasoning and spices,black pepper,,Afsar,,,15,,15,1,45,,
590000,590000,590000,Unknown,5150000,nylon,0,0,10,Eeman,10,0,0,0,0,0,0,0.00%,0,0,0,,140101,59000,10153002118,59000,101530,C,Spices and salt,Seasoning and spices,red pepper,,Afsar,,,15,,15,1,45,,
594837,594836.76,710600,Berlin,13465415,Pat,0,115827.8,4,Pishtaz,4,0,0,0,15.17700005,0,1.113999963,1630.00%,0,0,0,,140101,177650,10209300159,148709.19,102093,B,Spices and salt,Seasoning and spices,Turmeric,,Restooran,,,1,,1,1,90,,
643277,595053.4,615000,Frueh,4775000,carton,0,19680,5,Binalood,5,3.243000031,0,0,0,0,0,320.00%,0,8.104000092,8.104000092,,140101,123000,10125612227,119010.68,101256,B,Spices and salt,Seasoning and spices,cardamom,,Nan,,,1,,1,1,5,,
651845,598023.1,584450,Setare,11398154,carton,0,35651.45,10,TakhtJamshid,10,3.125999928,0,3,0,0,0,610.00%,9,0,9,,140101,58445,10198200682,59802.31,101982,B,Spices and salt,Seasoning and spices,starch,,Dandoon,,,2,,2,1,120,Starch flour,
599061,599061,615000,Frueh,31889000,carton,0,15990,5,Binalood,5,2.592000008,0,0,0,0,0,260.00%,0,0,0,,140102,123000,10172905139,119812.2,101729,B,Spices and salt,Seasoning and spices,cardamom,,TehranNew,,,13,,13,1,5,,
599083,599083.44,710600,Berlin,5483750,Pat,0,111564.2,4,Pishtaz,4,0,0,0,0,0,15.69299984,1570.00%,0,0,0,,140101,177650,10194200688,149770.86,101942,B,Spices and salt,Seasoning and spices,Turmeric,,Reza,,,2,,2,1,90,,
600000,600000,600000,Unknown,7750000,nylon,0,0,5,Ronisa,5,0,0,0,0,0,0,0.00%,0,0,0,,140103,120000,10209400954,120000,102094,C,Spices and salt,Seasoning and spices,cinnamon,,Tehranhead,,,21,,21,1,0,,
600000,600000,600000,Unknown,10200000,nylon,0,0,5,Ronisa,5,0,0,0,0,0,0,0.00%,0,0,0,,140102,120000,10209400168,120000,102094,C,Spices and salt,Seasoning and spices,Turmeric,,Tehranhead,,,21,,21,1,0,,
600000,600000,600000,Lib,1000000,nylon,0,0,15,Falagh,15,0,0,0,0,0,0,0.00%,0,0,0,,140101,40000,10193000780,40000,101930,C,Spices and salt,Seasoning and spices,Turmeric,,Bicharegi,,,11,,11,1,0,,
600000,600000,600000,Unknown,5540000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140101,60000,10190901707,60000,101909,B,Spices and salt,Seasoning and spices,starch,,Janat,,,5,,5,1,0,,
600000,600000,600000,Unknown,3400000,Pat,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140102,60000,10183602367,60000,101836,C,Spices and salt,Seasoning and spices,starch,,Reza,,,2,,2,1,100,,
600000,600000,600000,Unknown,4575000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140101,60000,10183602273,60000,101836,C,Spices and salt,Seasoning and spices,thyme,,Reza,,,2,,2,1,0,,
600000,600000,600000,Unknown,4600000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140102,60000,10183601942,60000,101836,C,Spices and salt,Seasoning and spices,starch,,Reza,,,2,,2,1,0,,
600000,600000,600000,Unknown,7680000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140103,60000,10142602968,60000,101426,C,Spices and salt,Seasoning and spices,starch,,Ahan,,,22,,22,1,0,,
600000,600000,600000,Essen,2280000,nylon,0,0,12,Lahijan,12,0,0,0,0,0,0,0.00%,0,0,0,,140101,50000,10124007229,50000,101240,C,Spices and salt,Seasoning and spices,starch,,Binam,,,10,,10,1,0,,
600000,600000,600000,Unknown,3600000,nylon,0,0,5,Ronisa,5,0,0,0,0,0,0,0.00%,0,0,0,,140101,120000,10120805160,120000,101208,C,Spices and salt,Seasoning and spices,pecan,,Rey,,,20,,20,1,0,,
600000,600000,600000,Unknown,3600000,nylon,0,0,5,Ronisa,5,0,0,0,0,0,0,0.00%,0,0,0,,140101,120000,10120805160,120000,101208,C,Spices and salt,Seasoning and spices,red pepper,,Rey,,,20,,20,1,0,,
600000,600000,600000,Unknown,15050000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140101,60000,10120311371,60000,101203,A,Spices and salt,Seasoning and spices,cinnamon,,Moeen,,,9,,9,1,0,,
600000,600000,600000,Unknown,10520000,nylon,0,0,5,Ronisa,5,0,0,0,0,0,0,0.00%,0,0,0,,140103,120000,10102610739,120000,101026,B,Spices and salt,Seasoning and spices,cinnamon,,Fery,,,5,,5,1,0,,
601400,601400,620000,Unknown,2156000,nylon,0,18600,10,Stars,10,0,3,0,0,0,0,300.00%,0,0,0,,140103,62000,10154601964,60140,101546,C,Spices and salt,Seasoning and spices,Turmeric,,Pars,,,4,,4,1,75,,
602564,602564.36,710600,Berlin,5002950,Pat,0,108011.2,4,Pishtaz,4,0,0,0,0,0,15.20300007,1520.00%,0,0,0,,140101,177650,10132003375,150641.09,101320,C,Spices and salt,Seasoning and spices,Turmeric,,Masi,,,15,,15,1,90,,
669290,614027.52,586800,Erste,8460000,Pat,0,23472,6,TakhtJamshid,6,4,0,0,0,0,0,400.00%,9,9,9,,140101,97800,10118509611,102337.92,101185,B,Spices and salt,Seasoning and spices,starch,,Satar,,,2,,2,1,75,,
615000,615000,615000,Frueh,32280000,carton,0,0,5,Binalood,5,0,0,0,0,0,0,0.00%,0,0,0,,140102,123000,10141607990,123000,101416,C,Spices and salt,Seasoning and spices,cardamom,,Usef,,,6,,6,1,5,,
615177,615176.68,710600,Berlin,6408596,Pat,0,95220.4,4,Pishtaz,4,0,0,0,0,0,13.4289999,1340.00%,0,0,0,,140101,177650,10175501065,153794.17,101755,A,Spices and salt,Seasoning and spices,Turmeric,,Homa,,,2,,2,1,90,,
620253,620253.44,710600,Berlin,16726792,Pat,0,90246.2,4,Pishtaz,4,0,0,0,10.02400017,0,2.690000057,1270.00%,0,0,0,,140101,177650,10140203591,155063.36,101402,C,Spices and salt,Seasoning and spices,Turmeric,,Jey,,,10,,10,1,90,,
623766,623765.92,710600,Berlin,7442450,Pat,0,86693.2,4,Pishtaz,4,0,0,2,0,0,10.22000027,1220.00%,0,0,0,,140101,177650,10195202280,155941.48,101952,A,Spices and salt,Seasoning and spices,Turmeric,,Bala,,,1,,1,1,90,,
628142,628141.76,710600,Berlin,7253750,Pat,0,82429.6,4,Pishtaz,4,1.807999969,0,0,0,0,9.795999527,1160.00%,0,0,0,,140101,177650,10143508420,157035.44,101435,B,Spices and salt,Seasoning and spices,Turmeric,,Bicharegi,,,11,,11,1,90,,
633486,633486.12,710600,Berlin,24760590,Pat,0,77455.4,4,Pishtaz,4,0,0,0,10.64999962,0,0.202000007,1090.00%,0,0,0,,140102,177650,10155405384,158371.53,101554,A,Spices and salt,Seasoning and spices,Turmeric,,Ame,,,5,,5,1,90,,
633839,633838.8,680000,Pahlavi,3856000,nylon,0,46240,8,Abshar,8,3.884000063,0,0,0,0,2.904999971,680.00%,0,0,0,,140103,85000,10107605178,79229.85,101076,B,Spices and salt,Seasoning and spices,cinnamon,,Masi,,,15,Wood,15,1,0,,
636541,636541.24,710600,Berlin,6818275,Pat,0,73902.4,4,Pishtaz,4,0,0,0,0,0,10.42199993,1040.00%,0,0,0,,140102,177650,10160400923,159135.31,101604,C,Spices and salt,Seasoning and spices,Turmeric,,War,,,14,,14,1,90,,
640535,640534.8,710600,Berlin,7206912,Pat,0,70349.4,4,Pishtaz,4,0,0,0,0,0,9.859999657,990.00%,0,0,0,,140102,177650,10158002866,160133.7,101580,B,Spices and salt,Seasoning and spices,Turmeric,,Kerman,,,8,,8,1,90,,
640990,640989.64,710600,Berlin,7253920,Pat,0,69638.8,4,Pishtaz,4,0,0,0,0,0,9.795999527,980.00%,0,0,0,,140102,177650,10172905008,160247.41,101729,B,Spices and salt,Seasoning and spices,Turmeric,,TehranNew,,,13,,13,1,90,,
644448,644448,657600,Amn,7149264,carton,0,13152,6,Behesht,6,0,0,2,0,0,0,200.00%,0,0,0,,140101,109600,10167802017,107408,101678,C,Spices and salt,Seasoning and spices,cardamom,,Masi,,,15,,15,1,0,One shekel,
650000,650000,650000,Unknown,4600000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140102,65000,10183601942,65000,101836,C,Spices and salt,Seasoning and spices,cinnamon,,Reza,,,2,,2,1,0,,
650000,650000,650000,Tiam,14174000,Pat,0,0,2,Ahoo,2,0,0,0,0,0,0,0.00%,0,0,0,,140103,325000,10176802201,325000,101768,C,Spices and salt,Seasoning and spices,Baking powder,,Ekbatan,,,5,,5,1,0,,
650000,650000,650000,Nett,68015980,carton,0,0,1,Ronisa,1,0,0,0,0,0,0,0.00%,0,0,0,,140101,650000,10126506658,650000,101265,B,Spices and salt,Seasoning and spices,Turmeric,,Ghole,,,3,,3,1,1000,,
662407,662407.12,710600,Berlin,10477500,Pat,0,48320.8,4,Pishtaz,4,0,0,0,0,0,6.782000065,680.00%,0,0,0,,140102,177650,10194802539,165601.78,101948,C,Spices and salt,Seasoning and spices,Turmeric,,Bala,,,1,,1,1,90,,
724126,664335.39,665958,Lovely,14981535,nylon,0,56606.43,3,Rasht,3,0,0,8.479999542,0,0,0,850.00%,9,7.612999916,9,,140102,221986,10195001261,221445.13,101950,B,Spices and salt,Seasoning and spices,red pepper,,NanBala,,,3,,3,1,140,,
728920,668733.51,665958,Lovely,40376259,nylon,0,52610.682,3,Rasht,3,0,0,7.875,0,0,0,790.00%,9,8.666999817,9,,140103,221986,10180004262,222911.17,101800,B,Spices and salt,Seasoning and spices,red pepper,,Ashraf,,,5,,5,1,140,,
672000,672000,672000,Golchin,9431600,Pat,0,0,3,Shayan,3,0,0,0,0,0,0,0.00%,0,0,0,,140103,224000,10188801118,224000,101888,B,Spices and salt,Seasoning and spices,black pepper,,Jey,,,10,,10,1,85,,
735839,675081.69,665958,Lovely,21582948,nylon,0,46617.06,3,Rasht,3,0,0,7,0,0,0,700.00%,9,8.800000191,9,,140102,221986,10148105525,225027.23,101481,A,Spices and salt,Seasoning and spices,red pepper,,Pashimani,,,7,,7,1,140,,
676434,676433.88,710600,Berlin,15820374,Pat,0,34108.8,4,Pishtaz,4,0,0,0,0,0,4.808000088,480.00%,0,0,0,,140101,177650,10135212618,169108.47,101352,A,Spices and salt,Seasoning and spices,Turmeric,,Kar,,,1,,1,1,90,,
739066,678042.15,665958,Lovely,11003949,nylon,0,43953.228,3,Rasht,3,0,0,6.592000008,0,0,0,660.00%,9,8.829000473,9,,140103,221986,10118303748,226014.05,101183,B,Spices and salt,Seasoning and spices,red pepper,,Jam,,,4,,4,1,140,,
678960,678960,678960,Entchen,73983540,Pat,0,0,6,Maman,6,0,0,0,0,0,0,0.00%,0,0,0,,140101,113160,10209600036,113160,102096,B,Spices and salt,Seasoning and spices,Turmeric,,Goli,,,22,salt shaker,22,1,0,,
680000,680000,680000,Unknown,6235000,nylon,0,0,4,Karaj,4,0,0,0,0,0,0,0.00%,0,0,0,,140101,170000,10120312188,170000,101203,A,Spices and salt,Seasoning and spices,cinnamon,,Moeen,,,9,,9,1,0,,
680000,680000,680000,Unknown,6235000,nylon,0,0,4,Karaj,4,0,0,0,0,0,0,0.00%,0,0,0,,140101,170000,10120312188,170000,101203,A,Spices and salt,Seasoning and spices,Paprika pepper,,Moeen,,,9,,9,1,0,,
690000,690000,690000,Loot,57018000,nylon,0,0,3,Ketab,3,0,0,0,0,0,0,0.00%,0,0,0,,140103,230000,10209500369,230000,102095,B,Spices and salt,Seasoning and spices,starch,,Goli,,,22,starch flower,22,1,500,,
700000,700000,700000,Unknown,9050000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140101,70000,10183602176,70000,101836,C,Spices and salt,Seasoning and spices,cinnamon,,Reza,,,2,Wood,2,1,0,,
700000,700000,700000,Unknown,3000000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140101,70000,10183601699,70000,101836,C,Spices and salt,Seasoning and spices,sumac,,Reza,,,2,,2,1,0,,
766851,705864.52,676800,Erste,4460300,nylon,0,27072,4,TakhtJamshid,4,0,0,4,0,0,0,400.00%,8.640000343,8.640000343,8.640000343,,140102,169200,10190802253,176466.13,101908,A,Spices and salt,Seasoning and spices,black pepper,,Fery,,,5,,5,1,40,,
725725,715500.78,738000,Frueh,11422000,carton,0,22140,6,Binalood,6,3.049000025,0,0,0,0,0,300.00%,0,1.42900002,1.42900002,,140102,123000,10141404657,119250.13,101414,B,Spices and salt,Seasoning and spices,cardamom,,Usef,,,6,,6,1,5,,
734390,717682.2,738000,Frueh,20424368,carton,0,20664,6,Binalood,6,2.753000021,0,0,0,0,0,280.00%,0,2.328000069,2.328000069,,140102,123000,10204001071,119613.7,102040,B,Spices and salt,Seasoning and spices,cardamom,,Gharb,,,2,,2,1,5,,
720000,720000,720000,Unknown,1476000,nylon,0,0,15,Ronisa,15,0,0,0,0,0,0,0.00%,0,0,0,,140102,48000,10160202631,48000,101602,C,Spices and salt,Seasoning and spices,pecan,,Pars,,,4,,4,1,0,,
720000,720000,720000,Unknown,5215000,Pat,0,0,4,Ronisa,4,0,0,0,0,0,0,0.00%,0,0,0,,140102,180000,10120311923,180000,101203,A,Spices and salt,Seasoning and spices,thyme,,Moeen,,,9,,9,1,0,,
720000,720000,720000,Unknown,5215000,Pat,0,0,4,Ronisa,4,0,0,0,0,0,0,0.00%,0,0,0,,140102,180000,10120311923,180000,101203,A,Spices and salt,Seasoning and spices,ginger,,Moeen,,,9,,9,1,0,,
728546,728545.8,765600,Herkool,158211600,Pat,0,36748.8,12,Aroosha,12,2.839999914,0,2,0,0,0,480.00%,0,0,0,,140102,63800,10155004366,60712.15,101550,C,Spices and salt,Seasoning and spices,starch,,Satar,,,2,,2,1,100,,
784130,729708,744600,Amn,4820080,carton,0,14892,6,Behesht,6,0,0,2,0,0,0,200.00%,0,7.458000183,7.458000183,,140102,124100,10186702846,121618,101867,B,Spices and salt,Seasoning and spices,cardamom,,NanBala,,,3,,3,1,0,One shekel,
733706,733705.76,788000,Setare,41134200,Pat,0,54372,4,Gilan,4,0,6.889999866,0,0,0,0,690.00%,0,0,0,,140101,197000,10161207001,183426.44,101612,B,Spices and salt,Seasoning and spices,angelica,,Hend,,,6,,6,1,0,,
734229,734229,828000,Herkool,2074000,nylon,0,93564,12,Aroosha,12,2.743000031,0,0,0,0,8.581999779,1130.00%,0,0,0,,140103,69000,10195202784,61185.75,101952,A,Spices and salt,Seasoning and spices,red pepper,,Bala,,,1,,1,1,45,,
736399,736399.32,765600,Herkool,120513600,Pat,0,29092.8,12,Aroosha,12,2.813999891,0,1,0,0,0,380.00%,0,0,0,,140102,63800,10146110735,61366.61,101461,A,Spices and salt,Seasoning and spices,starch,,Winner,,,14,,14,1,100,,
742632,742632,765600,Herkool,8807600,Pat,0,22968,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,63800,10199400304,61886,101994,C,Spices and salt,Seasoning and spices,starch,,Kasif,,,6,,6,1,100,,
742632,742632,765600,Herkool,72305600,Pat,0,22968,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140102,63800,10172904964,61886,101729,B,Spices and salt,Seasoning and spices,starch,,TehranNew,,,13,,13,1,100,,
813239,746091.12,883928,Setare,25725968,Pat,0,199767.728,8,TakhtJamshid,8,2.562999964,0,20,0,0,0,2260.00%,9,4.084000111,9,,140101,110491,10151508149,93261.39,101515,A,Spices and salt,Seasoning and spices,curry spice,,Janat,,,5,,5,1,80,,
817284,749801.76,724440,Damavand,2603256,nylon,0,36222,12,Golijan,12,1.046000004,0,3.999000072,0,0,0,500.00%,9,8.730999947,9,,140103,60370,10162104717,62483.48,101621,C,Spices and salt,Seasoning and spices,Baking powder,,Monir,,,8,,8,1,35,,
750000,750000,750000,Unknown,7800000,nylon,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140103,75000,10190902084,75000,101909,B,Spices and salt,Seasoning and spices,sour dough,,Janat,,,5,,5,1,0,,
750000,750000,750000,Unknown,4240000,nylon,0,0,10,Eeman,10,0,0,0,0,0,0,0.00%,0,0,0,,140103,75000,10153002175,75000,101530,C,Spices and salt,Seasoning and spices,Turmeric,,Afsar,,,15,,15,1,50,,
750000,750000,750000,Unknown,750000,nylon,0,0,15,Ronisa,15,0,0,0,0,0,0,0.00%,0,0,0,,140103,50000,10111503497,50000,101115,A,Spices and salt,Seasoning and spices,pecan,,Aboozar,,,5,,5,1,0,,
818055,750509.6,1051152,Setare,21753004,Pat,1,362647.44,7,TakhtJamshid,8,2.746999979,0,19.25,0,12.5,0,3450.00%,9,0,9,,140101,131394,10151508437,93813.7,101515,A,Spices and salt,Seasoning and spices,Turmeric,,Janat,,,5,,5,1,90,,
819152,751515.76,883928,Setare,35958226,Pat,0,194464.16,8,TakhtJamshid,8,0,0,22,0,0,0,2200.00%,9,5.769000053,9,,140101,110491,10169003302,93939.47,101690,B,Spices and salt,Seasoning and spices,curry spice,,Janat,,,5,,5,1,80,,
756000,756000,756000,Unknown,1476000,nylon,0,0,12,Ronisa,12,0,0,0,0,0,0,0.00%,0,0,0,,140102,63000,10160202631,63000,101602,C,Spices and salt,Seasoning and spices,red pepper,,Pars,,,4,,4,1,0,,
758625,758625,1517250,Berlin,20415535,Pat,0,758625,7,Pishtaz,7,0,0,0,50,0,0,5000.00%,0,0,0,,140102,216750,10176902435,108375,101769,A,Spices and salt,Seasoning and spices,ginger,,Ashraf,,,2,,2,1,55,,
761000,761000,761000,Apfel,6851000,Pat,0,0,2,Apfel,2,0,0,0,0,0,0,0.00%,0,0,0,,140102,380500,10158605812,380500,101586,B,Spices and salt,Seasoning and spices,red pepper,,Homa,,,2,,2,1,170,,
842614,773040.8,1051152,Setare,24628486,Pat,1,341624.4,7,TakhtJamshid,8,2.529999971,0,17.5,0,12.5,0,3250.00%,9,6.414000034,9,,140101,131394,10158605731,96630.1,101586,B,Spices and salt,Seasoning and spices,Turmeric,,Homa,,,2,,2,1,90,,
780000,780000,780000,Unknown,145281962,nylon,0,0,12,Shiraz,12,0,0,0,0,0,0,0.00%,0,0,0,,140102,65000,10123902847,65000,101239,B,Spices and salt,Seasoning and spices,Turmeric,,Masi,,,15,,15,1,0,,
